#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU167	GS|100.0|MN984331|SH3565072.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster	No hit
OTU168	GS|100.0|UDB0352497|SH1547475.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota	No hit
OTU169	GS|99.6|UDB0373806|SH1545983.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae,g:Alatospora	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae,g:Alatospora	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae	No hit
OTU170	SS|1.0000|UDB0458879|SH1545126.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Ramariopsis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Ramariopsis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Ramariopsis	No hit
OTU171	GS|99.3|MK131611|SH1544243.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU172	GS|75.8|KP257112|SH1512627.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavaria,s:Clavaria falcata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavaria,s:Clavaria falcata	No hit	No hit
OTU173	GS|99.7|HQ445586|SH1523753.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha,s:Hyaloscypha bicolor	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha,s:Hyaloscypha bicolor	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU174	GS|100.0|UDB0396593|SH2727949.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU175	SS|1.0000|UDB0599300|SH2726907.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales	No hit
OTU176	SS|0.8200|KY777399|SH1238898.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Leucoagaricus,s:Leucoagaricus rubrotinctus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Leucoagaricus,s:Leucoagaricus rubrotinctus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Leucoagaricus,s:Leucoagaricus rubrotinctus	No hit
OTU178	GS|100.0|UDB097847|SH2725838.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	No hit
OTU179	GSL|100.0|MK842005|SH1522939.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU180	GS|100.0|UDB0202630|SH1542836.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU181	GS|98.0|MT765495|SH1174357.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Dominikia	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Dominikia	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU182	GS|100.0|FN565271|SH1522946.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	No hit
OTU183	SS|1.0000|UDB0605684|SH2728891.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	No hit
OTU184	GS|100.0|MT502790|SH1650088.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium,s:Cystofilobasidium capitatum	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium,s:Cystofilobasidium capitatum	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium,s:Cystofilobasidium capitatum	No hit
OTU185	GS|97.9|UDB0344223|SH1538879.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Lactarius	No hit
OTU186	GS|99.5|UDB0226422|SH3597704.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU187	GS|83.9|HE775288|SH1552429.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit	No hit
OTU188	SS|1.0000|MW209046|SH3595883.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Delitschiaceae,g:Delitschia,s:Delitschia chaetomioides	k:Fungi,p:Ascomycota	No hit
OTU189	SS|1.0000|UDB0315394|SH1519585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,g:Sistotrema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,g:Sistotrema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,g:Sistotrema	No hit
OTU190	GS|99.7|HQ154282|SH1553317.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	No hit
OTU191	SS|0.8200|JN194757|SH1570873.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU192	GS|97.3|HQ895790|SH1547592.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU193	SS|0.9100|UDB0780362|SH1514905.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Stictis,s:Stictis radiata	k:Fungi,p:Ascomycota	No hit
OTU194	SS|1.0000|MT785776|SH3568247.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU195	SS|0.8900|JN012086|SH1149912.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit
OTU196	GS|100.0|LC497262|SH1544409.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Lipomycetaceae,g:Dipodascopsis	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Lipomycetaceae,g:Dipodascopsis	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Lipomycetaceae	No hit
OTU198	SS|0.9900|JF691106|SH1232404.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU199	GS|100.0|UDB0109719|SH1523761.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	No hit
OTU200	GS|97.0|JX998698|SH1641284.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU201	GS|100.0|KC818337|SH1522748.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales	k:Fungi	No hit
OTU202	GS|99.3|UDB0299647|SH1557025.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU203	SS|1.0000|UDB0749214|SH2750733.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU204	SS|1.0000|UDB0482989|SH1646686.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	k:Fungi	No hit
OTU205	SS|1.0000|UDB058400|SH1569597.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU206	GS|99.6|UDB079054|SH1523753.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha,s:Hyaloscypha finlandica	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha,s:Hyaloscypha finlandica	No hit
OTU207	GS|100.0|KF385377|SH1611598.08FU;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Trichoglossum,s:Trichoglossum hirsutum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Trichoglossum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Trichoglossum,s:Trichoglossum hirsutum	No hit
OTU208	GS|97.7|UDB0324447|SH3338814.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU209	GS|98.0|UDB0358160|SH3322825.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU210	SS|1.0000|UDB088804|SH2725284.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU211	GS|99.7|KU986777|SH1535218.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium alexiae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium alexiae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium alexiae	No hit
OTU213	GS|99.7|UDB0195335|SH1557037.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU214	SS|1.0000|JX371758|SH1215354.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU215	SS|1.0000|KT728254|SH3332759.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU216	GS|100.0|KC967390|SH1639590.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidales,f:Gloniaceae,g:Cenococcum,s:Cenococcum geophilum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidales,f:Gloniaceae,g:Cenococcum,s:Cenococcum geophilum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidales,f:Gloniaceae	No hit
OTU217	GS|100.0|UDB0251259|SH1648171.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	No hit
OTU218	GS|99.3|UDB0390288|SH2725547.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae	No hit
OTU219	SS|1.0000|MG008513|SH1571281.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus	k:Fungi	No hit
OTU220	GS|97.7|JX630726|SH1507665.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Tulasnellaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Tulasnellaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Tulasnellaceae	No hit
OTU221	GS|100.0|HM036599|SH1522924.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta,s:Coniochaeta mutabilis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta,s:Coniochaeta mutabilis	k:Fungi,p:Ascomycota	No hit
OTU222	GS|100.0|HM122967|SH1515063.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae,g:Scleroconidioma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae,g:Scleroconidioma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae,g:Scleroconidioma	No hit
OTU223	SS|0.9900|JN032517|SH1626921.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	No hit
OTU224	GS|98.7|UDB0438222|SH2730531.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	No hit
OTU225	GSL|100.0|MK794149|SH1650607.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi	k:Fungi,p:Basidiomycota,c:Tremellomycetes	No hit
OTU226	SS|0.8800|UDB0595896|SH2728595.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Ramariopsis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	No hit
OTU227	SS|1.0000|KF291199|SH1611674.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe	No hit
OTU228	GS|0.0|None;No hit	No hit	No hit	No hit
OTU229	GS|79.9|UDB0598440|SH1611229.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit	No hit
OTU230	SS|1.0000|UDB0346053|SH2735871.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU231	GS|100.0|UDB0297300|SH3337742.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	No hit
OTU232	GS|99.0|UDB0300152|SH3329481.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	No hit
OTU233	GS|98.7|UDB0384939|SH1610605.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	No hit
OTU234	GS|100.0|MK629007|SH1160030.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe,s:Hygrocybe acutoconica	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe,s:Hygrocybe acutoconica	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe,s:Hygrocybe acutoconica	No hit
OTU235	GS|99.6|UDB0339158|SH1506917.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU236	GSL|99.3|KY853449|SH1626925.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leptodontidium,s:Leptodontidium trabinellum	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leptodontidium,s:Leptodontidium trabinellum	No hit
OTU238	GS|100.0|UDB0186117|SH1522259.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	No hit
OTU240	GS|100.0|UDB0220293|SH2609148.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU241	GS|100.0|UDB0338810|SH2715273.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU242	GS|100.0|UDB0365398|SH1546275.08FU;k:Fungi,p:Olpidiomycota	k:Fungi,p:Olpidiomycota	k:Fungi,p:Olpidiomycota	No hit
OTU243	GS|99.7|UDB064214|SH1627183.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU244	GS|100.0|AB846998|SH1645889.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Herpotrichia	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Herpotrichia	No hit
OTU245	SS|0.9800|UDB0337430|SH3336741.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU246	GS|100.0|HM240223|SH1630058.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon,s:Rhizopogon hawkerae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon,s:Rhizopogon hawkerae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon,s:Rhizopogon hawkerae	No hit
OTU247	GS|100.0|UDB0307673|SH1522252.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	No hit
OTU248	GS|100.0|KY105431|SH1649272.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma aeria	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma aeria	k:Fungi,p:Basidiomycota,c:Tremellomycetes	No hit
OTU249	GS|99.7|UDB0365398|SH1546275.08FU;k:Fungi,p:Olpidiomycota	k:Fungi,p:Olpidiomycota	k:Fungi,p:Olpidiomycota	No hit
OTU250	GS|100.0|UDB034826|SH1542339.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	No hit
OTU251	GS|100.0|GQ169323|SH1532254.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella,s:Sagenomella humicola	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella,s:Sagenomella humicola	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	No hit
OTU252	GS|99.3|MH921857|SH1523753.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU253	SS|0.9900|UDB0109131|SH2726546.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	No hit
OTU254	GSL|100.0|MN985036|SH1522248.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis isabellina	k:Fungi	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis isabellina	No hit
OTU255	SS|1.0000|MH578002|SH1643196.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe obscurobadia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe obscurobadia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe obscurobadia	No hit
OTU256	GS|100.0|AB712019|SH1186702.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU257	GS|99.7|KP889942|SH1155871.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
